simulation_id,final_value
998,1938.9375
999,1872.0
1000,2054.5
1001,1872.0
1002,2054.5
1003,1872.0
1004,1774.65
1005,1938.9375
1006,1872.0
1007,1680.0
1008,1938.9375
1009,2266.42
1010,1872.0
1011,1872.0
1012,1872.0
1013,1774.65
1014,1872.0
1015,2266.42
1016,2266.42
1017,1774.65
1018,2131.83
1019,2131.83
1020,1872.0
1021,1774.65
1022,1872.0
1023,1774.65
1024,1872.0
1025,1872.0
1026,1872.0
1027,1988.0
1028,1819.0
1029,1872.0
1030,1872.0
1031,1872.0
1032,1872.0
1033,2266.42
1034,2054.5
1035,1872.0
1036,1872.0
1037,1819.0
1038,1872.0
1039,2266.42
1040,1872.0
1041,2054.5
1042,2054.5
1043,1872.0
1044,1872.0
1045,2131.83
1046,1774.65
1047,1938.9375
1048,1872.0
1049,1872.0
1050,1872.0
1051,1872.0
1052,2266.42
1053,1774.65
1054,1774.65
1055,1872.0
1056,1872.0
1057,1872.0
1058,1872.0
1059,1774.65
1060,2054.5
1061,1872.0
1062,1872.0
1063,1872.0
1064,1872.0
1065,1774.65
1066,1988.0
1067,2266.42
1068,1872.0
1069,2131.83
1070,2054.5
1071,1872.0
1072,1988.0
1073,1774.65
1074,1774.65
1075,2131.83
1076,1872.0
1077,2266.42
1078,2054.5
1079,1872.0
1080,1872.0
1081,1872.0
1082,2266.42
1083,1774.65
1084,2266.42
1085,1872.0
1086,1774.65
1087,1872.0
1088,1872.0
1089,1872.0
1090,1938.9375
1091,2266.42
1092,1872.0
1093,1872.0
1094,1872.0
1095,1872.0
1096,1774.65
1097,1988.0
1098,1872.0
1099,1872.0
1100,1819.0
1101,2131.83
1102,1872.0
1103,2054.5
1104,1819.0
1105,1774.65
1106,1872.0
1107,1774.65
1108,2266.42
1109,1774.65
1110,1938.9375
1111,2266.42
1112,2054.5
1113,2266.42
1114,2054.5
1115,2054.5
1116,2054.5
1117,1872.0
1118,2054.5
1119,2054.5
1120,1872.0
1121,1680.0
1122,2266.42
1123,2266.42
1124,2054.5
1125,2054.5
1126,2054.5
1127,2266.42
1128,1872.0
1129,2266.42
1130,2054.5
1131,1819.0
1132,1774.65
1133,2054.5
1134,1774.65
1135,1988.0
1136,1872.0
1137,2054.5
1138,1680.0
1139,1872.0
1140,1872.0
1141,2054.5
1142,1938.9375
1143,1872.0
1144,1872.0
1145,1774.65
1146,1819.0
1147,1938.9375
1148,1872.0
1149,1774.65
1150,2054.5
1151,2131.83
1152,1774.65
1153,2131.83
1154,1819.0
1155,1872.0
1156,1680.0
1157,1872.0
1158,1872.0
1159,1872.0
1160,1872.0
1161,1938.9375
1162,2131.83
1163,1680.0
1164,1872.0
1165,1819.0
1166,2266.42
1167,1872.0
1168,1872.0
1169,2054.5
1170,1774.65
1171,2054.5
1172,2266.42
1173,1872.0
1174,1872.0
1175,2054.5
1176,2266.42
1177,2054.5
1178,1872.0
1179,2054.5
1180,2131.83
1181,1774.65
1182,2131.83
1183,1988.0
1184,2266.42
1185,1872.0
1186,2054.5
1187,1872.0
1188,2266.42
1189,2131.83
1190,2054.5
1191,2131.83
1192,1774.65
1193,2266.42
1194,2131.83
1195,2054.5
1196,1872.0
1197,1872.0
1198,1872.0
1199,2054.5
1200,1774.65
1201,1774.65
1202,1872.0
1203,2266.42
1204,2054.5
1205,1872.0
1206,2054.5
1207,2054.5
1208,1872.0
1209,1774.65
1210,1680.0
1211,2266.42
1212,2054.5
1213,2054.5
1214,2266.42
1215,1774.65
1216,2054.5
1217,1938.9375
1218,1938.9375
1219,2266.42
1220,2131.83
1221,1872.0
1222,2054.5
1223,1774.65
1224,2266.42
1225,1872.0
1226,1938.9375
1227,2131.83
1228,1774.65
1229,1988.0
1230,1774.65
1231,1872.0
1232,2054.5
1233,1938.9375
1234,1680.0
1235,1872.0
1236,2054.5
1237,1774.65
1238,2266.42
1239,2266.42
1240,2054.5
1241,1872.0
1242,1872.0
1243,2266.42
1244,1774.65
1245,2131.83
1246,1680.0
1247,1680.0
1248,2131.83
1249,2131.83
1250,1774.65
1251,1774.65
1252,1872.0
1253,2054.5
1254,1872.0
1255,2131.83
1256,2266.42
1257,1819.0
1258,1819.0
1259,1872.0
1260,1774.65
1261,1872.0
1262,2266.42
1263,2266.42
1264,2266.42
1265,1872.0
1266,1872.0
1267,2054.5
1268,1872.0
1269,2266.42
1270,1938.9375
1271,1872.0
1272,2266.42
1273,1988.0
1274,2131.83
1275,2131.83
1276,1988.0
1277,2131.83
1278,1872.0
1279,2054.5
1280,1872.0
1281,1872.0
1282,2131.83
1283,2266.42
1284,1872.0
1285,1872.0
1286,1774.65
1287,2266.42
1288,2054.5
1289,2131.83
1290,1872.0
1291,1872.0
1292,2131.83
1293,1988.0
1294,2266.42
1295,1938.9375
1296,1774.65
1297,2054.5
1298,1774.65
1299,2266.42
1300,1774.65
1301,1872.0
1302,2266.42
1303,2266.42
1304,1872.0
1305,1774.65
1306,1774.65
1307,1938.9375
1308,1872.0
1309,2131.83
1310,1872.0
1311,1819.0
1312,2054.5
1313,1872.0
1314,1680.0
1315,1988.0
1316,1774.65
1317,1872.0
1318,1774.65
1319,2131.83
1320,2266.42
1321,2266.42
1322,1774.65
1323,1774.65
1324,1872.0
1325,1872.0
1326,2131.83
1327,1872.0
1328,1872.0
1329,2054.5
1330,1774.65
1331,2131.83
1332,1774.65
1333,2131.83
1334,2054.5
1335,1872.0
1336,1872.0
1337,2131.83
1338,1774.65
1339,1872.0
1340,1872.0
1341,2131.83
1342,1872.0
1343,1872.0
1344,2131.83
1345,2131.83
1346,1872.0
1347,2266.42
1348,2054.5
1349,1872.0
1350,2266.42
1351,1872.0
1352,2131.83
1353,2266.42
1354,2131.83
1355,2054.5
1356,1872.0
1357,1774.65
1358,1680.0
1359,2054.5
1360,1872.0
1361,2266.42
1362,1872.0
1363,1988.0
1364,1774.65
1365,1988.0
1366,2266.42
1367,1938.9375
1368,2266.42
1369,1872.0
1370,1872.0
1371,1872.0
1372,1872.0
1373,1872.0
1374,2131.83
1375,2054.5
1376,2054.5
1377,1774.65
1378,1988.0
1379,1774.65
1380,2131.83
1381,2266.42
1382,2266.42
1383,1680.0
1384,1872.0
1385,1774.65
1386,1938.9375
1387,1988.0
1388,2266.42
1389,2131.83
1390,2054.5
1391,1988.0
1392,2054.5
1393,1774.65
1394,1938.9375
1395,2266.42
1396,1872.0
1397,2266.42
1398,2054.5
1399,1872.0
1400,1988.0
1401,2266.42
1402,2266.42
1403,1774.65
1404,2131.83
1405,1938.9375
1406,2266.42
1407,1872.0
1408,2131.83
1409,1988.0
1410,2054.5
1411,2131.83
1412,1872.0
1413,2266.42
1414,1774.65
1415,1872.0
1416,1872.0
1417,1774.65
1418,1872.0
1419,2266.42
1420,1819.0
1421,1872.0
1422,1938.9375
1423,2054.5
1424,1872.0
1425,1938.9375
1426,1872.0
1427,2266.42
1428,2266.42
1429,2131.83
1430,2131.83
1431,2054.5
1432,2266.42
1433,2266.42
1434,1872.0
1435,1872.0
1436,1774.65
1437,1680.0
1438,1872.0
1439,1872.0
1440,2054.5
1441,2054.5
1442,1872.0
1443,2131.83
1444,1680.0
1445,1774.65
1446,1988.0
1447,2131.83
1448,1774.65
1449,1872.0
1450,1872.0
1451,1938.9375
1452,1774.65
1453,1872.0
1454,1774.65
1455,1988.0
1456,1774.65
1457,1872.0
1458,1872.0
1459,1938.9375
1460,2054.5
1461,2266.42
1462,1872.0
1463,1872.0
1464,2266.42
1465,1774.65
1466,1938.9375
1467,1872.0
1468,1680.0
1469,1774.65
1470,1819.0
1471,1819.0
1472,2054.5
1473,2266.42
1474,1680.0
1475,1680.0
1476,1872.0
1477,1774.65
1478,2131.83
1479,2266.42
1480,1872.0
1481,1872.0
1482,1680.0
1483,1872.0
1484,1988.0
1485,1774.65
1486,1988.0
1487,1872.0
1488,1872.0
1489,1872.0
1490,1872.0
1491,1872.0
1492,1774.65
1493,2266.42
1494,2266.42
1495,2266.42
1496,2054.5
1497,1774.65
1498,1938.9375
1499,1872.0
1500,2054.5
1501,1774.65
1502,2131.83
1503,1872.0
1504,2054.5
1505,1988.0
1506,2054.5
1507,1774.65
1508,2131.83
1509,1872.0
1510,2266.42
1511,1988.0
1512,2131.83
1513,2266.42
1514,1872.0
1515,1774.65
1516,2266.42
1517,2266.42
1518,1872.0
1519,2054.5
1520,2266.42
1521,1774.65
1522,2266.42
1523,2266.42
1524,1872.0
1525,2054.5
1526,1872.0
1527,1872.0
1528,1872.0
1529,2054.5
1530,2054.5
1531,2266.42
1532,1872.0
1533,2131.83
1534,1872.0
1535,1680.0
1536,1872.0
1537,1938.9375
1538,1872.0
1539,1872.0
1540,2266.42
1541,1680.0
1542,1872.0
1543,1774.65
1544,2131.83
1545,2131.83
1546,1680.0
1547,2131.83
1548,1872.0
1549,1872.0
1550,1774.65
1551,1872.0
1552,1988.0
1553,2054.5
1554,2266.42
1555,1872.0
1556,1774.65
1557,2054.5
1558,2266.42
1559,1872.0
1560,1680.0
1561,2266.42
1562,1872.0
1563,2054.5
1564,2054.5
1565,2131.83
1566,2266.42
1567,1774.65
1568,1872.0
1569,2266.42
1570,1774.65
1571,2131.83
1572,1938.9375
1573,2054.5
1574,2131.83
1575,2131.83
1576,1819.0
1577,2131.83
1578,1872.0
1579,2266.42
1580,1774.65
1581,1774.65
1582,1774.65
1583,2054.5
1584,2266.42
1585,1774.65
1586,2266.42
1587,1774.65
1588,2054.5
1589,1680.0
1590,1872.0
1591,1872.0
1592,2266.42
1593,1872.0
1594,1872.0
1595,2054.5
1596,1872.0
1597,1774.65
1598,2054.5
1599,1872.0
1600,1680.0
1601,1774.65
1602,2054.5
1603,1872.0
1604,2131.83
1605,1680.0
1606,2131.83
1607,1872.0
1608,1872.0
1609,1938.9375
1610,2054.5
1611,2054.5
1612,1774.65
1613,2266.42
1614,1872.0
1615,1938.9375
1616,1774.65
1617,2266.42
1618,1872.0
1619,1774.65
1620,1872.0
1621,2131.83
1622,1872.0
1623,1774.65
1624,1774.65
1625,1774.65
1626,1774.65
1627,1988.0
1628,2054.5
1629,1872.0
1630,2266.42
1631,2131.83
1632,1872.0
1633,1680.0
1634,1872.0
1635,1774.65
1636,2266.42
1637,2266.42
1638,1774.65
1639,1872.0
1640,2266.42
1641,1872.0
1642,1872.0
1643,2266.42
1644,1872.0
1645,1872.0
1646,1872.0
1647,1872.0
1648,1872.0
1649,2266.42
1650,1872.0
1651,2266.42
1652,1872.0
1653,1819.0
1654,1872.0
1655,1938.9375
1656,2131.83
1657,2131.83
1658,1872.0
1659,1872.0
1660,1872.0
1661,1872.0
1662,1938.9375
1663,1819.0
1664,2266.42
1665,2266.42
1666,1872.0
1667,1872.0
1668,2131.83
1669,1938.9375
1670,2054.5
1671,2266.42
1672,2131.83
1673,1872.0
1674,2054.5
1675,1774.65
1676,1872.0
1677,2266.42
1678,1680.0
1679,2266.42
1680,2131.83
1681,1774.65
1682,2054.5
1683,2131.83
1684,2131.83
1685,2266.42
1686,1680.0
1687,2131.83
1688,1938.9375
1689,1872.0
1690,2266.42
1691,1774.65
1692,1872.0
1693,2131.83
1694,2131.83
1695,2131.83
1696,2131.83
1697,2266.42
1698,2266.42
1699,1872.0
1700,1872.0
1701,2266.42
1702,2266.42
1703,1819.0
1704,1872.0
1705,1680.0
1706,2131.83
1707,1872.0
1708,2131.83
1709,2266.42
1710,1988.0
1711,2266.42
1712,2266.42
1713,1872.0
1714,1872.0
1715,1872.0
1716,1872.0
1717,2131.83
1718,2054.5
1719,1774.65
1720,1872.0
1721,2054.5
1722,1988.0
1723,1872.0
1724,1774.65
1725,2131.83
1726,2131.83
1727,1988.0
1728,1872.0
1729,1774.65
1730,2054.5
1731,2266.42
1732,1774.65
1733,1988.0
1734,1988.0
1735,2266.42
1736,2054.5
1737,1774.65
1738,1774.65
1739,1872.0
1740,1938.9375
1741,1872.0
1742,1872.0
1743,2054.5
1744,1938.9375
1745,1774.65
1746,1988.0
1747,2131.83
1748,1774.65
1749,2131.83
1750,2266.42
1751,1988.0
1752,1872.0
1753,2266.42
1754,1872.0
1755,1872.0
1756,2266.42
1757,1872.0
1758,2054.5
1759,2266.42
1760,1872.0
1761,1938.9375
1762,2266.42
1763,1774.65
1764,2266.42
1765,2054.5
1766,1872.0
1767,1872.0
1768,2131.83
1769,2131.83
1770,1872.0
1771,1988.0
1772,1872.0
1773,2266.42
1774,1872.0
1775,2131.83
1776,2131.83
1777,1819.0
1778,1872.0
1779,2131.83
1780,1872.0
1781,1774.65
1782,1938.9375
1783,1774.65
1784,2054.5
1785,2266.42
1786,1680.0
1787,1872.0
1788,1988.0
1789,1872.0
1790,2054.5
1791,1774.65
1792,2054.5
1793,1680.0
1794,2131.83
1795,1680.0
1796,2266.42
1797,1872.0
1798,2131.83
1799,1774.65
1800,1774.65
1801,2131.83
1802,2131.83
1803,1872.0
1804,1680.0
1805,1680.0
1806,1938.9375
1807,2054.5
1808,1872.0
1809,1938.9375
1810,1774.65
1811,1872.0
1812,1774.65
1813,2266.42
1814,2131.83
1815,2131.83
1816,2266.42
1817,1774.65
1818,1872.0
1819,1872.0
1820,1872.0
1821,1774.65
1822,1774.65
1823,1872.0
1824,2131.83
1825,1774.65
1826,1872.0
1827,1819.0
1828,2266.42
1829,1872.0
1830,1774.65
1831,1774.65
1832,1774.65
1833,1774.65
1834,1774.65
1835,1988.0
1836,1872.0
1837,2266.42
1838,2054.5
1839,1872.0
1840,1872.0
1841,2054.5
1842,2131.83
1843,2054.5
1844,1872.0
1845,1774.65
1846,1872.0
1847,1872.0
1848,2266.42
1849,2266.42
1850,2054.5
1851,2266.42
1852,2266.42
1853,2054.5
1854,1872.0
1855,1872.0
1856,1774.65
